node1.cpu$0@100 node1.int$0@100 node1.mem$0@100 node2.cpu$0@100 node2.int$0@100 node2.mem$0@100 node3.cpu$0@100 node3.int$0@100 node3.mem$0@100 node4.cpu$0@100 node4.int$0@100 node4.mem$0@100
6 0 10 3 2 7 6 0 10 0 1 7
3 0 10 3 3 7 3 0 10 3 5 7
6 0 10 3 2 7 3 0 10 3 4 7
6 0 10 3 68 7 6 0 10 0 41 7
3 0 10 9 5 7 6 0 10 3 13 7
3 0 10 0 6 7 6 0 10 3 1 7
6 0 10 3 6 7 6 0 10 3 6 7
6 0 10 3 3 6 3 0 10 3 4 7
6 0 10 6 0 10 3 5 7 6 0 10
3 8 7 6 0 10 0 4 7 6 0 10
6 3 7 3 0 10 0 5 7 3 0 10
3 12 7 9 0 10 0 5 7 6 0 11
0 6 7 6 0 11 3 9 7 3 0 11
3 3 7 6 0 10 3 8 7 6 0 10
3 7 7 6 0 11 3 5 7 6 0 11
3 8 7 3 0 10 3 9 7 6 0 10
3 10 7 6 0 10 3 8 7 6 0 10
3 11 7 6 0 11 6 10 7 3 0 11
3 11 7 6 0 11 3 12 7 3 0 11
3 11 7 6 0 11 3 12 7 3 0 11
3 12 7 6 0 11 3 11 7 6 0 11
3 11 7 3 0 11 3 12 7 6 0 11
6 13 7 6 0 11 6 12 7 6 0 10
3 12 7 6 0 10 3 12 7 6 0 10
3 11 7 6 0 11 3 12 7 6 0 11
6 9 7 6 0 11 3 14 7 3 0 11
6 9 7 6 0 11 6 12 7 6 0 11
6 14 7 6 0 11 6 11 7 6 0 11
9 13 7 6 0 11 3 12 7 6 0 11
6 12 7 9 0 11 6 17 7 6 0 10
6 12 7 3 0 10 3 12 7 6 0 10
3 13 7 6 0 11 6 11 7 6 0 10
3 10 7 6 0 11 6 13 7 6 0 11
3 12 7 6 0 11 3 10 7 6 0 11
6 0 11 3 16 7 6 0 11 3 17 7
6 0 11 3 11 7 6 0 11 6 14 7
3 0 11 3 12 7 3 0 11 3 9 7
6 0 11 6 13 7 6 0 11 6 13 7
6 0 11 3 11 7 6 0 11 3 13 7
3 0 11 6 14 7 6 0 11 6 12 7
6 0 11 3 12 7 3 0 11 6 10 7
9 0 10 3 12 7 3 0 11 3 13 7
6 0 11 3 14 7 3 0 11 6 11 7
6 0 11 3 12 7 3 0 11 6 12 7
6 0 11 3 12 7 6 0 11 3 11 7
6 0 11 6 12 7 3 0 11 6 12 7
6 0 11 3 12 7 6 0 11 3 11 7
9 0 11 6 13 7 6 0 11 6 14 7
3 0 11 3 9 7 6 0 11 3 13 7
6 0 11 3 10 7 3 0 11 3 8 7
3 0 11 3 14 7 6 0 11 6 13 7
6 0 11 3 11 7 6 0 11 6 12 7
6 0 11 6 11 7 3 0 11 3 9 7
6 0 11 3 12 7 3 0 11 6 12 7
3 0 11 3 9 7 3 0 11 3 16 7
3 0 11 3 13 7 3 0 11 6 0 11
3 13 7 3 0 11 3 12 7 6 0 11
42 12 17 3 9 7 6 0 11 27 14 18
9 12 7 3 0 11 3 10 7 6 0 11
3 11 7 9 0 11 3 11 7 6 0 11
3 13 7 6 0 11 3 10 7 3 0 11
6 14 7 6 0 11 6 14 7 6 0 11
3 12 7 6 0 11 3 13 7 6 0 11
3 11 7 6 0 11 6 12 7 3 0 11
6 10 7 3 0 11 3 9 7 3 0 11
3 11 7 12 0 11 3 10 7 6 0 11
3 10 7 3 0 11 3 12 7 6 0 11
3 8 7 3 0 11 3 9 7 6 0 11
3 10 7 6 0 11 3 9 7 3 0 11
3 11 7 6 0 11 3 6 7 6 0 11
6 9 7 6 0 11 3 8 7 3 0 11
3 14 7 6 0 11 3 19 7 6 0 11
3 11 7 3 0 11 0 9 7 6 0 11
6 25 8 6 0 11 3 18 7 6 0 11
3 23 7 6 0 11 3 14 7 3 0 11
3 23 8 6 0 11 3 6 7 6 0 11
6 7 7 6 0 11 3 3 7 3 0 11
6 32 7 9 0 11 3 12 7 3 0 11
3 0 11 3 7 7 6 0 11 3 9 7
6 0 11 3 5 7 6 0 11 3 8 7
6 0 11 3 5 7 3 0 11 3 5 7
6 0 11 0 4 7 6 0 11 3 4 7
3 0 11 3 5 7 6 0 11 3 2 7
9 0 11 0 5 7 6 0 11 3 4 7
6 0 11 3 4 8 3 0 11 3 3 7
6 0 11 3 6 7 3 0 11 3 4 7
6 0 11 3 5 7 3 0 11 3 3 8
6 0 11 0 4 8 6 0 11 9 4 7
6 0 11 0 3 7 6 0 11 3 4 8
6 0 11 3 3 7 6 0 11 3 6 7
6 0 11 0 2 7 6 0 11 3 5 7
3 0 11 0 2 8 3 0 11 3 4 7
6 0 11 0 4 7 6 0 11 3 3 8
3 0 11 0 2 8 6 0 11 6 6 7
6 0 11 3 2 7 6 0 12 3 2 7
12 0 11 3 7 7 6 0 11 3 2 8
6 0 11 0 2 7 6 0 11 3 5 8
6 0 12 0 4 8 6 0 11 0 1 7
6 0 11 0 6 7 6 0 11 0 3 8
6 0 11 0 2 8 6 0 12 6 5 7
6 0 11 18 0 19 9 0 4 0 9 7
6 0 11 18 2 19 15 0 4 3 3 8
9 0 11 18 0 19 15 0 4 3 3 7
3 0 12 18 0 19 9 0 4 3 4 7
6 0 11 18 0 19 12 0 4 0 4 8
6 0 11 18 0 19 9 0 4 0 1 7
6 0 11 18 0 19 9 0 4 3 4 7
3 0 11 18 1 19 9 0 4 0 2 7
6 0 11 18 0 19 12 0 4 0 4 7
3 0 12 18 0 19 12 0 4 0 4 8
6 0 11 18 0 19 9 0 4 0 1 8
3 0 11 18 0 19 9 0 4 3 6 7
3 0 11 18 0 19 9 0 5 0 3 7
3 0 11 18 0 19 12 0 5 0 2 8
6 0 11 18 0 19 9 0 4 3 5 7
6 0 11 15 0 19 9 0 4 0 3 8
3 0 11 15 0 19 12 0 4 3 2 8
3 0 11 18 0 19 9 0 4 3 4 8
6 0 11 18 1 19 12 0 4 0 2 8
3 0 11 18 0 19 9 0 5 0 4 8
3 0 11 18 0 19 12 0 4 0 3 8
3 0 11 18 0 19 9 0 4 0 4 8
6 0 11 18 0 19 9 0 4 0 4 8
6 0 11 18 0 19 9 0 5 6 1 7
6 0 11 18 1 19 12 0 5 3 4 7
6 0 11 21 0 19 12 0 4 3 4 8
6 0 11 18 0 19 15 0 4 3 2 8
3 0 11 18 0 19 9 0 4 3 2 8
3 0 11 18 0 19 12 0 4 0 4 7
6 0 11 18 0 19 9 0 4 3 4 8
3 0 11 18 0 19 9 0 5 0 2 8
6 0 11 18 1 19 9 0 4 0 3 8
6 0 11 18 0 19 9 0 4 0 4 8
6 0 11 15 0 19 9 0 5 0 2 8
3 0 11 18 0 19 12 0 5 0 3 8
6 0 11 18 0 19 9 0 5 6 3 8
3 0 11 18 0 19 9 0 5 0 2 8
6 0 11 18 1 19 12 0 5 3 2 8
6 0 11 18 0 19 15 0 5 3 4 8
6 0 11 18 0 19 9 0 5 0 2 8
6 0 11 18 0 19 12 0 5 0 3 8
6 0 11 18 0 19 9 0 5 3 4 8
3 0 11 18 0 19 9 0 5 0 3 8
6 0 11 18 2 19 12 0 5 3 2 8
6 0 11 18 0 19 12 0 5 3 4 8
3 0 11 18 0 19 9 0 5 3 2 8
6 0 11 18 0 19 9 0 5 0 3 8
6 0 12 18 0 19 12 0 5 6 2 8
6 0 11 18 0 19 12 0 5 3 4 8
6 0 11 21 0 19 12 0 5 0 2 8
12 0 11 21 1 19 12 0 5 3 3 8
6 0 11 18 0 19 9 0 5 3 4 8
6 0 11 18 0 19 9 0 5 0 1 8
3 0 12 18 0 19 12 0 5 0 2 8
6 0 11 18 0 19 12 0 5 0 4 8
6 0 12 18 0 19 9 0 5 3 2 8
3 0 11 18 0 19 9 0 5 0 3 8
6 0 11 18 0 19 12 0 5 0 3 8
3 0 11 18 0 19 9 0 5 3 1 8
6 0 11 18 0 19 9 0 5 6 5 8
3 0 11 18 0 19 12 0 5 3 4 8
6 0 11 21 0 19 12 0 5 3 5 8
9 0 11 18 0 18 12 0 5 3 55 8
6 0 11 18 0 18 9 0 5 6 0 11
18 0 18 12 0 5 3 61 8 6 0 11
18 0 18 9 0 5 3 63 8 6 0 11
18 0 18 12 0 5 6 61 8 3 0 11
18 0 18 12 0 5 3 27 8 6 0 11
18 0 18 12 0 5 3 10 8 6 0 11
18 0 18 12 0 5 3 9 8 3 0 11
18 0 18 12 0 5 3 10 8 6 0 11
18 0 18 9 0 5 15 9 8 6 0 11
18 0 18 12 0 5 3 9 8 6 0 11
21 1 18 12 0 5 3 10 8 6 0 12
15 0 18 15 0 5 3 9 8 3 0 11
18 0 18 9 0 5 3 9 8 6 0 11
18 0 18 12 0 5 3 5 8 6 0 11
18 0 18 9 0 5 3 42 8 6 0 11
18 0 18 12 0 5 3 43 8 3 0 11
18 1 18 12 0 5 3 6 8 6 0 12
18 0 18 9 0 5 0 2 8 6 0 11
18 0 18 9 0 5 0 2 8 6 0 11
18 0 18 12 0 5 3 6 8 6 0 11
18 0 18 9 0 5 9 1 8 6 0 12
18 0 18 9 0 4 3 11 8 6 0 11
18 2 18 15 0 5 3 23 8 9 0 12
18 0 18 9 0 5 3 15 8 6 0 12
18 0 19 12 0 5 3 2 8 6 0 12
15 1 18 9 0 5 0 4 8 6 0 12
18 1 18 9 0 5 3 4 8 3 0 12
18 1 18 9 0 5 0 3 8 3 0 12
18 1 18 9 0 5 3 4 8 6 0 12
18 2 18 9 0 5 3 5 8 6 0 11
18 3 18 12 0 5 3 0 12 18 2 18
9 0 5 3 38 8 3 0 12 18 3 18
12 0 5 6 5 7 6 0 11 18 4 18
9 0 5 0 5 7 6 0 12 18 2 18
12 0 5 3 5 8 12 0 12 18 7 18
12 0 5 0 3 8 6 0 12 18 12 18
9 0 5 3 3 8 6 0 11 18 1 18
12 0 5 3 3 8 6 0 12 18 3 18
9 0 5 3 6 8 6 0 12 12 0 5
3 4 8 6 0 12 18 4 18 12 0 5
3 4 8 6 0 12 18 3 18 12 0 5
3 5 8 3 0 12 18 12 18 9 0 5
0 6 8 6 0 12 18 6 18 12 0 5
3 5 8 6 0 12 18 7 19 12 0 5
3 4 8 3 0 12 18 5 19 12 0 5
3 8 8 6 0 12 21 9 18 12 0 5
3 4 8 6 0 12 21 5 19 12 0 5
3 12 8 6 0 11 18 7 18 12 0 5
0 9 8 6 0 12 18 8 18 12 0 5
3 6 8 6 0 12 18 7 18 12 0 5
0 3 8 6 0 12 18 12 18 9 0 5
3 8 8 6 0 12 21 8 18 12 0 5
3 6 8 6 0 12 18 7 18 9 0 5
3 7 8 6 0 12 18 10 18 12 0 5
3 9 8 6 0 12 18 12 18 9 0 5
3 6 8 6 0 12 21 15 18 12 0 5
6 9 8 3 0 12 21 12 19 12 0 5
3 12 8 3 0 12 27 20 19 12 0 5
3 6 8 9 0 12 18 17 19 12 0 5
3 12 8 3 0 12 18 14 19 9 0 5
3 11 8 6 0 12 21 29 18 12 0 5
3 8 8 6 0 12 21 17 18 12 0 5
3 13 8 6 0 12 18 17 19 12 0 5
3 14 8 3 0 12 18 19 18 12 0 5
3 9 8 3 0 12 18 15 19 9 0 5
3 9 8 6 0 12 21 24 19 9 0 5
6 11 8 3 0 12 21 19 19 12 0 5
3 11 8 6 0 12 18 16 19 12 0 5
9 14 8 6 0 12 21 16 19 9 0 5
3 10 8 6 0 12 21 21 19 12 0 5
3 8 8 9 0 12 18 22 18 12 0 5
6 13 8 6 0 12 18 14 18 9 0 5
6 15 8 6 0 11 21 17 18 12 0 5
6 8 8 6 0 12 18 18 18 9 0 5
6 10 8 3 0 12 18 16 18 9 0 5
3 11 8 3 0 12 18 23 18 9 0 5
3 11 8 6 0 12 18 20 18 12 0 5
3 12 8 6 0 12 9 0 5 6 9 9
3 0 12 18 21 18 9 0 5 3 9 8
6 0 12 18 19 18 9 0 5 6 13 8
6 0 12 18 17 18 12 0 5 3 11 8
6 0 12 24 23 18 12 0 5 3 10 8
9 0 12 18 23 18 12 0 5 3 11 8
6 0 12 18 21 17 12 0 5 3 14 8
6 0 11 21 32 18 12 0 5 3 11 8
3 0 12 18 24 18 9 0 5 3 11 8
6 0 12 21 19 18 12 0 5 6 0 12
21 19 18 9 0 5 3 14 8 6 0 12
18 18 18 12 0 5 3 12 8 6 0 12
18 21 18 9 0 5 3 15 8 6 0 12
21 21 18 9 0 5 3 12 8 6 0 12
18 19 18 9 0 5 6 12 8 6 0 12
21 26 18 12 0 5 3 12 8 6 0 12
24 18 18 12 0 5 3 14 8 6 0 12
18 19 18 12 0 5 3 14 9 6 0 12
18 26 18 9 0 5 3 15 9 6 0 12
21 21 18 9 0 5 3 15 8 6 0 12
21 18 18 9 0 5 6 11 8 6 0 12
18 24 18 9 0 5 3 13 8 3 0 12
18 18 18 9 0 5 3 15 8 6 0 12
18 24 18 12 0 5 3 12 9 3 0 12
21 22 18 12 0 5 3 11 8 6 0 12
9 0 5 6 15 9 6 0 12 18 16 18
12 0 5 9 13 8 6 0 12 21 15 18
12 0 5 3 11 9 24 16 18 12 0 4
3 12 9 18 15 18 18 0 4 6 12 8
6 0 12 21 15 20 9 0 6 3 11 9
3 0 12 21 19 20 9 0 6 3 15 8
6 0 12 36 18 22 12 0 7 6 9 9
6 0 12 18 21 21 9 0 7 3 10 9
6 0 12 18 20 21 12 0 7 3 13 8
6 0 12 18 15 21 12 0 7 3 10 8
3 0 12 21 20 21 9 0 7 6 13 8
6 0 12 18 15 21 9 0 7 3 13 9
3 0 12 18 15 21 12 0 7 6 14 9
6 0 12 18 15 21 9 0 7 6 13 8
6 0 12 21 16 21 12 0 7 6 14 9
6 0 12 18 20 21 18 0 7 3 12 9
6 0 12 18 13 22 9 0 7 3 17 9
3 0 12 21 23 22 12 0 7 3 13 9
6 0 12 21 19 21 9 0 7 6 14 9
6 0 12 18 13 21 12 0 7 6 9 8
3 0 12 18 13 21 9 0 7 3 15 9
6 0 12 21 16 21 12 0 7 6 11 8
3 0 12 18 17 22 12 0 7 3 16 9
3 0 12 18 17 22 9 0 7 6 12 9
6 0 12 18 15 22 9 0 7 6 0 12
21 14 21 9 0 7 3 15 9 6 0 12
21 18 21 15 0 7 3 10 8 12 0 13
18 25 22 9 0 7 6 15 8 6 0 12
18 15 21 9 0 7 3 13 8 6 0 12
18 15 21 12 0 7 6 11 9 6 0 12
18 19 21 12 0 7 3 14 8 6 0 12
9 0 7 3 15 8 3 0 12 18 12 22
12 0 7 3 11 9 3 0 12 18 14 22
9 0 7 3 13 9 6 0 12 18 15 22
12 0 7 3 9 9 6 0 12 18 16 22
9 0 7 6 12 9 6 0 12 18 14 21
12 0 7 6 10 9 3 0 12 18 14 22
12 0 7 3 10 9 6 0 12 24 17 22
12 0 7 3 11 9 9 0 13 18 13 22
12 0 7 6 14 9 3 0 12 21 17 22
9 0 7 3 11 9 6 0 12 24 19 22
9 0 7 6 13 9 6 0 12 24 22 22
12 0 7 3 12 9 6 0 12 21 13 22
12 0 7 3 10 9 6 0 12 18 17 22
9 0 7 3 12 9 6 0 12 18 15 22
9 0 7 3 11 9 6 0 12 21 19 23
9 0 7 9 12 9 3 0 12 21 12 24
12 0 7 3 12 9 6 0 12 27 10 25
15 0 7 3 10 9 6 0 13 24 10 26
12 0 7 3 9 8 6 0 12 24 7 26
21 0 8 3 9 8 6 0 12 21 8 26
9 0 7 3 6 8 3 0 12 21 8 26
12 0 7 3 9 9 6 0 12 21 13 26
12 0 7 3 7 9 6 0 12 18 8 27
9 0 7 3 5 9 3 0 12 18 12 27
12 0 7 3 8 9 6 0 12 18 7 26
12 0 7 3 6 9 3 0 12 18 7 27
12 0 7 3 7 9 6 0 12 18 6 26
9 0 7 3 6 9 6 0 12 18 8 26
9 0 7 3 5 9 6 0 12 18 6 26
12 0 7 3 5 9 6 0 13 18 7 26
12 0 7 3 7 9 3 0 12 18 7 26
9 0 7 3 8 9 6 0 12 18 5 26
12 0 7 3 7 9 6 0 13 15 8 27
12 0 7 3 5 8 6 0 12 18 6 26
9 0 7 3 5 9 6 0 13 18 4 26
12 0 7 0 9 9 3 0 13 18 6 27
9 0 7 3 5 9 6 0 12 18 3 27
12 0 8 3 6 9 3 0 12 18 3 27
12 0 7 3 4 9 6 0 12 15 2 27
12 0 7 6 6 9 6 0 12 18 1 26
12 0 7 3 6 9 6 0 12 18 2 27
12 0 8 3 5 9 6 0 14 15 0 26
12 0 7 3 3 9 6 0 13 15 0 27
9 0 7 0 9 9 6 0 12 18 1 27
12 0 7 3 3 9 6 0 12 18 1 27
9 0 7 3 4 8 6 0 12 18 1 27
9 0 8 3 5 9 6 0 13 18 1 27
12 0 7 3 3 9 3 0 13 18 1 27
12 0 7 3 7 9 6 0 12 15 1 27
9 0 7 3 7 9 6 0 13 18 0 27
12 0 7 3 3 9 6 0 12 18 0 26
18 0 8 3 2 9 6 0 12 18 0 27
9 0 7 3 9 9 6 0 13 21 1 27
15 0 7 6 0 13 15 2 27 9 0 7
0 3 9 6 0 12 15 0 27 12 0 7
3 5 9 6 0 12 15 0 26 12 0 7
3 5 9 6 0 13 18 0 27 12 0 7
3 4 9 6 0 12 18 1 27 12 0 7
3 7 9 3 0 13 18 0 27 12 0 7
3 2 9 6 0 12 15 1 27 12 0 7
3 7 9 6 0 13 18 0 27 12 0 8
0 4 9 0 0 13 15 0 27 9 0 7
3 6 9 6 0 13 15 0 27 12 0 7
3 3 9 6 0 13 18 1 27 9 0 7
3 2 9 6 0 13 21 1 27 18 0 7
3 6 9 9 0 13 18 1 27 9 0 7
3 4 9 6 0 12 18 0 26 9 0 7
0 2 9 6 0 12 18 0 27 12 0 7
3 5 9 6 0 13 18 0 27 9 0 7
3 3 9 6 0 13 15 0 27 12 0 7
3 3 9 6 0 12 18 0 27 15 0 7
3 5 9 6 0 13 15 2 27 9 0 7
3 3 9 6 0 12 15 0 27 9 0 7
0 3 9 3 0 12 15 0 27 12 0 7
3 2 9 3 0 12 15 0 27 12 0 7
6 5 9 6 0 12 18 0 27 9 0 7
3 3 9 6 0 13 18 0 26 15 0 7
3 3 9 6 0 12 18 3 26 12 0 6
3 4 9 3 0 12 15 0 26 9 0 7
3 4 9 6 0 12 15 0 26 15 0 7
0 2 9 6 0 12 18 0 26 12 0 7
3 4 9 6 0 12 15 0 26 9 0 7
3 6 9 3 0 12 18 1 26 12 0 7
3 3 9 3 0 13 18 0 26 15 0 7
0 2 9 6 0 12 18 0 26 9 0 7
3 5 9 6 0 12 15 1 26 9 0 7
3 4 9 3 0 12 15 0 26 12 0 7
6 3 9 6 0 13 15 0 26 9 0 7
3 8 9 6 0 13 18 0 26 15 0 7
3 5 9 9 0 13 15 0 26 9 0 7
3 4 9 6 0 13 18 0 26 12 0 7
0 1 9 6 0 13 15 1 26 12 0 7
0 6 9 3 0 13 18 1 26 12 0 7
3 2 9 6 0 12 15 0 26 12 0 7
0 2 9 6 0 12 15 0 26 12 0 7
3 6 9 6 0 13 18 0 26 12 0 7
3 2 9 6 0 13 18 0 26 12 0 7
3 2 9 6 0 12 15 0 26 12 0 7
3 6 9 6 0 13 9 0 7 6 3 9
3 0 13 18 0 26 12 0 7 3 1 9
6 0 13 18 0 26 15 0 7 0 4 9
6 0 13 15 0 26 12 0 7 3 0 9
9 0 13 15 0 26 9 0 7 3 3 9
6 0 12 18 0 26 12 0 7 3 4 9
6 0 13 15 0 26 9 0 7 3 1 9
3 0 13 18 0 26 9 0 7 3 5 9
6 0 13 18 0 26 15 0 7 3 3 9
3 0 13 18 0 26 12 0 7 3 2 9
6 0 13 15 0 26 12 0 7 3 5 9
3 0 13 15 0 26 12 0 7 0 2 9
6 0 12 18 0 26 12 0 7 3 3 9
6 0 13 18 0 26 12 0 7 0 4 9
6 0 13 18 0 26 15 0 7 3 3 9
6 0 11 15 0 26 12 0 7 3 2 9
6 0 11 15 0 27 12 0 6 0 5 9
6 0 11 18 0 26 12 0 7 0 2 9
6 0 11 15 0 26 9 0 7 3 3 9
3 0 11 15 0 26 12 0 7 3 3 9
6 0 11 18 0 26 12 0 7 3 5 9
6 0 11 15 0 26 12 0 7 3 2 9
6 0 11 18 0 27 9 0 7 3 3 9
6 0 11 15 1 26 12 0 7 3 4 9
6 0 11 15 0 26 9 0 7 3 3 9
6 0 11 12 0 26 12 0 7 0 3 9
6 0 11 18 0 26 18 0 7 0 2 9
6 0 11 15 0 26 9 0 7 3 4 9
6 0 11 18 0 26 12 0 7 0 3 9
6 0 11 18 0 26 12 0 7 3 3 9
6 0 11 18 1 26 12 0 7 3 4 9
3 0 11 15 0 26 12 0 7 0 3 9
6 0 11 18 0 26 12 0 7 3 1 9
6 0 11 15 0 27 12 0 7 0 6 9
6 0 11 18 0 26 9 0 7 0 2 9
3 0 11 15 0 26 9 0 7 3 1 9
6 0 11 18 1 26 12 0 7 6 7 9
6 0 11 15 0 27 9 0 7 0 5 9
3 0 11 21 0 26 15 0 7 0 2 9
6 0 13 18 0 27 15 0 7 3 4 9
6 0 13 18 0 27 9 0 7 0 4 9
6 0 13 15 0 27 9 0 7 0 2 9
6 0 12 15 1 27 12 0 7 3 4 9
6 0 12 15 0 27 12 0 7 3 1 9
3 0 13 15 0 26 12 0 7 3 4 9
6 0 12 15 0 27 9 0 7 0 4 9
6 0 13 18 0 27 15 0 7 0 3 9
6 0 13 15 0 27 12 0 7 0 0 9
3 0 13 18 1 27 9 0 7 6 5 9
6 0 13 18 0 26 15 0 7 0 3 9
6 0 13 18 0 27 15 0 7 3 5 9
6 0 14 18 0 27 12 0 7 3 53 9
6 0 13 15 0 27 12 0 7 6 61 9
6 0 12 15 0 27 9 0 7 3 0 12
18 1 26 12 0 7 3 62 9 6 0 13
15 0 27 12 0 7 6 63 9 6 0 12
18 0 27 9 0 7 3 29 9 3 0 13
18 0 27 9 0 7 3 12 9 6 0 13
18 0 27 9 0 7 3 8 9 6 0 13
18 0 27 12 0 7 3 9 9 6 0 13
15 0 27 12 0 7 3 9 9 3 0 13
15 0 27 12 0 7 3 11 9 3 0 13
21 0 27 18 0 7 3 8 9 6 0 13
15 0 27 9 0 7 3 10 9 9 0 13
18 0 27 12 0 7 3 8 9 6 0 13
15 0 27 12 0 7 3 5 9 6 0 13
18 0 27 12 0 7 3 40 9 6 0 12
15 0 27 12 0 7 6 45 9 6 0 13
18 0 27 9 0 7 3 5 9 6 0 13
18 0 27 12 0 7 0 5 9 6 0 13
15 0 27 9 0 7 3 1 9 3 0 13
15 0 27 12 0 7 0 4 9 6 0 13
18 0 27 9 0 7 6 4 9 3 0 13
18 0 27 9 0 7 0 2 9 6 0 13
18 2 27 15 0 7 3 4 9 6 0 13
15 0 27 12 0 7 3 5 9 6 0 13
18 0 27 9 0 8 3 2 9 6 0 13
15 2 27 12 0 7 3 1 9 6 0 13
18 0 27 9 0 7 3 6 9 6 0 13
15 0 27 12 0 7 0 2 9 6 0 13
15 3 27 12 0 7 3 5 9 6 0 13
18 2 27 9 0 8 0 3 9 6 0 13
15 1 27 9 0 7 3 39 9 3 0 13
15 2 27 15 0 7 3 69 9 6 0 13
15 5 27 9 0 7 3 14 9 6 0 13
15 1 27 12 0 7 3 3 9 6 0 12
24 3 27 15 0 7 0 5 9 12 0 14
18 10 27 9 0 7 3 2 9 6 0 13
15 3 27 12 0 8 3 6 9 6 0 13
18 5 27 9 0 8 3 5 9 3 0 13
15 9 27 12 0 7 6 0 13 15 7 26
12 0 8 3 6 9 3 0 13 18 5 27
9 0 7 3 6 9 6 0 13 15 4 27
12 0 7 0 6 10 6 0 12 18 10 27
9 0 8 3 7 9 6 0 13 18 9 27
9 0 7 3 6 9 3 0 13 18 7 27
12 0 8 6 5 9 6 0 13 18 3 27
12 0 7 3 6 9 6 0 13 18 6 27
15 0 7 3 6 9 6 0 14 15 10 27
12 0 8 3 4 9 6 0 13 18 11 27
9 0 7 3 7 9 6 0 13 15 8 27
12 0 7 3 9 9 6 0 13 15 12 27
9 0 7 3 8 9 6 0 13 18 15 27
15 0 8 3 5 9 6 0 13 18 5 27
12 0 8 3 14 9 6 0 13 18 8 27
12 0 8 3 5 9 6 0 13 18 7 27
9 0 7 6 8 9 6 0 13 15 10 27
12 0 7 3 10 9 6 0 13 18 12 27
9 0 7 6 10 9 3 0 13 15 12 27
12 0 7 3 12 9 6 0 13 21 16 27
21 0 7 3 9 9 6 0 14 18 19 27
9 0 7 3 11 9 6 0 13 18 23 27
9 0 8 3 10 9 6 0 13 18 32 27
12 0 8 3 14 9 6 0 13 18 24 27
9 0 8 3 12 9 6 0 13 18 22 27
9 0 8 3 14 9 6 0 13 18 19 27
9 0 8 3 11 9 3 0 13 18 20 27
12 0 7 3 10 9 6 0 13 18 21 27
9 0 7 3 10 10 3 0 13 21 27 30
15 0 8 3 9 9 6 0 13 18 16 30
12 0 8 9 14 9 3 0 13 21 18 30
12 0 7 3 15 9 6 0 13 15 0 7
3 11 9 6 0 14 21 21 30 9 0 7
3 11 9 9 0 13 18 22 30 12 0 8
3 16 9 6 0 13 18 23 30 9 0 8
3 16 10 3 0 13 21 22 30 12 0 8
3 12 10 6 0 13 18 22 30 9 0 8
6 12 9 3 0 13 21 24 30 12 0 8
3 14 9 6 0 13 18 25 30 12 0 8
6 13 9 6 0 13 18 22 30 9 0 8
3 11 10 6 0 13 21 23 30 12 0 8
3 15 9 6 0 13 18 24 30 12 0 8
9 12 9 6 0 13 18 24 30 12 0 8
3 13 9 6 0 13 27 23 29 15 0 8
3 10 9 6 0 14 18 19 29 12 0 8
6 12 9 9 0 13 21 24 29 12 0 8
6 12 9 6 0 13 18 22 29 12 0 8
6 12 9 6 0 13 18 25 29 12 0 8
6 12 10 6 0 13 18 19 29 12 0 8
6 15 10 3 0 13 18 21 29 12 0 8
6 11 9 6 0 13 18 25 29 12 0 8
6 0 13 18 21 29 12 0 8 6 16 9
6 0 13 18 19 29 9 0 8 3 10 10
3 0 13 21 18 29 9 0 8 6 13 10
6 0 13 18 18 30 9 0 8 6 12 9
6 0 13 12 0 8 3 11 9 6 0 14
18 17 30 9 0 8 6 12 10 6 0 13
18 20 29 12 0 8 3 13 9 6 0 13
18 25 29 9 0 8 3 13 9 6 0 13
18 22 29 12 0 8 6 13 10 6 0 13
21 25 29 9 0 8 3 12 9 6 0 13
18 21 30 12 0 8 3 11 9 6 0 25
18 19 29 12 0 8 3 10 10 6 0 13
18 22 30 12 0 8 3 9 9 6 0 13
18 22 30 9 0 8 3 13 9 6 0 13
18 17 29 15 0 8 9 11 9 6 0 13
18 21 29 12 0 8 3 12 9 6 0 13
21 15 29 18 0 8 3 13 9 6 0 14
18 14 30 9 0 8 3 17 9 6 0 14
18 15 30 9 0 8 3 12 9 6 0 13
18 16 30 9 0 8 3 12 9 3 0 13
18 19 29 9 0 8 3 12 9 3 0 13
18 15 29 9 0 8 3 12 9 6 0 13
21 17 30 9 0 8 3 12 9 6 0 13
18 17 30 9 0 8 6 12 10 6 0 13
18 14 29 12 0 8 3 12 9 6 0 13
18 20 30 12 0 8 6 15 9 3 0 13
21 22 29 9 0 8 9 13 10 6 0 13
18 20 30 12 0 8 3 15 9 3 0 13
21 22 30 15 0 8 3 12 10 6 0 22
18 24 29 9 0 8 6 10 9 6 0 14
18 16 30 12 0 8 3 15 9 3 0 13
18 21 29 12 0 8 3 18 10 3 0 13
21 17 30 12 0 8 6 18 10 6 0 14
9 0 8 3 10 10 3 0 13 18 22 30
12 0 8 3 12 10 6 0 25 18 17 30
12 0 8 6 13 10 6 0 13 18 19 30
12 0 8 3 7 10 3 0 14 21 23 30
9 0 8 3 13 10 6 0 13 18 15 30
9 0 8 6 12 10 6 0 13 18 15 30
9 0 8 3 14 9 6 0 13 24 22 30
15 0 8 3 12 10 3 0 18 18 20 30
9 0 8 6 0 14 18 18 30 9 0 8
3 11 10 6 0 13 18 23 30 12 0 8
